created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,image_url,location
Wed Dec 06 07:43:42 +0000 2023,1732304797213323435,Photo while squatting but he's Kim Doyoung 😍🥰😍🥰  #2023MAMAAWARDS  #도영 #DOYOUNG #ドヨン #트레저 #TREASURE @treasuremembers https://t.co/eTQKfa92Lh,1,0,10,24,en,1691139218775650304,1732304797213323435,DoyoungL4nd,https://twitter.com/DoyoungL4nd/status/1732304797213323435,https://pbs.twimg.com/media/GApiB5ibYAAvOKj.jpg,
Mon Dec 04 11:47:29 +0000 2023,1731641369666670923,🐮 : me! me too! i am wearing this 🦔 : woah! it's pretty  it's shining2!  🐮 : it's shine right? okay that's it!  🐺 : you're just wanna say that right?  🐮 : yeah  actually junghwan just wanna show off their brand (fcmm) 😭  #SOJUNGHWAN #소정환 #TREASURE https://t.co/JQXbHdEneR,2,0,139,538,en,1544509816978100225,1731641369666670923,junghwan_daily,https://twitter.com/junghwan_daily/status/1731641369666670923,https://pbs.twimg.com/ext_tw_video_thumb/1731615738199519232/pu/img/pkxNzHNRAxegkd07.jpg,DM for inquiries/question
Wed Nov 29 12:15:08 +0000 2023,1729836388898513012,#TREASURE's flag was so cool 😭💜   https://t.co/88a66myIUY,3,0,43,207,en,1320543364828180480,1729836388898513012,7SKIESCHS,https://twitter.com/7SKIESCHS/status/1729836388898513012,https://pbs.twimg.com/amplify_video_thumb/1729823044624162816/img/RsCJuweEtDSDU6hV.jpg,weekdays slow🔕
Wed Dec 06 07:29:14 +0000 2023,1732301153247842802,[ #KimDoyoung (김도영) Birthday 2023 ]  — big thanks to all the Fanbases  Dobbies  Teumes  and everyone who made Kim Doyoung's birthday a success this year. Your love and support made it unforgettable!  BORN TO BE A STAR DOYOUNG #OurBelovedDoyoungDay #Doyoung #도영 #Treasure https://t.co/wS7pPlbPCj,2,1,44,120,en,2602623150,1732301153247842802,mikomercz,https://twitter.com/mikomercz/status/1732301153247842802,https://pbs.twimg.com/ext_tw_video_thumb/1732300997035200512/pu/img/i_6i9EOrBRkGZo1Z.jpg,Fan Account for 💎
Wed Nov 29 12:15:10 +0000 2023,1729836397001838924,#TREASURE 2023 MAMA Awards   Galaxy Neo Flip Artist Favorite Dance Performance Male Group  Congratulations my boys  proud with you guys👏🏻 https://t.co/hsAijrTqqq,2,0,262,647,en,1073540077349855232,1729836397001838924,foreverjunkyu,https://twitter.com/foreverjunkyu/status/1729836397001838924,https://pbs.twimg.com/ext_tw_video_thumb/1729836260431433728/pu/img/F1jhbaYj8w8QxKuE.jpg,
Tue Nov 28 11:50:07 +0000 2023,1729467706389434751,[#2023MAMA] Opening Performance by #leeyoungji #이영지 #hongeunchae #홍은채 #lesserafim #zhanghao #장하오 #zerobaseone #choihyunsuk #yoshi #haruto #treasure @dokgodieinsaeng @le_sserafim @ZB1_official @ygtreasuremaker  Wonderful performances from outstanding artists!😎✨ 2023… https://t.co/A5f29B8qBD,409,312,7680,26728,en,128487133,1729467706389434751,MnetMAMA,https://twitter.com/MnetMAMA/status/1729467706389434751,https://pbs.twimg.com/media/GABNo-6acAAQ-c4.jpg,"Seoul, South Korea"
Tue Dec 05 05:00:23 +0000 2023,1731901309358600324,231011 SPECIAL FAN EVENT #트레저 #TREASURE #박정우 #PARKJEONGWOO https://t.co/mGjY8Ff8BT,4,0,281,765,en,1487102472409661443,1731901309358600324,modu____,https://twitter.com/modu____/status/1731901309358600324,https://pbs.twimg.com/media/GAjzDx1a4AAJDDD.jpg,
Tue Nov 28 10:25:05 +0000 2023,1729446307507663228,VISUAL REPRESENTATION WHEN TREASURE WON THE AWARD.  #MAMAAWARDS #TREASURE https://t.co/xfEC4u47aC,8,1,177,630,en,132435402,1729446307507663228,GDisCL,https://twitter.com/GDisCL/status/1729446307507663228,https://pbs.twimg.com/media/GAA6P2wbYAAvMUR.jpg,TEULAND
Wed Nov 29 09:53:07 +0000 2023,1729800648168821030,"Hyunsuk :  The mic is a bit higher ""  Haruto Jihoon Doyoung Yoshi :  Lets lower down the mic ? ❌ lets lift Hyunsuk up ? ✅  #TREASURE #TREASURE_REBOOT_In_MAMA2023 #MAMA2023 #MAMAAWARDS2023    https://t.co/mZnuqmYh5d""",36,6,287,1192,en,2834838841,1729800648168821030,meowulf_,https://twitter.com/meowulf_/status/1729800648168821030,https://pbs.twimg.com/ext_tw_video_thumb/1729799819399745536/pu/img/Ak1U9heQpYR7vbDr.jpg,Translator : ENG | 한국어 📌
Tue Dec 05 15:31:14 +0000 2023,1732060063970570362,MUBEAT GLOBAL CHOICE (MALE) ROUND 1 🏆  🏆30 Tickets💜  (POLL WINNER)  ✅LIKE AND RETWEET 📌 ✅FOLLOW @FNSFESINFO  #SEVENTEEN #ENHYPEN #TREASURE #JIMIN #相席食堂 #FNS歌謡祭,2,8,248,135,en,1698969820430266368,1732060063970570362,broadcast_inJP,https://twitter.com/broadcast_inJP/status/1732060063970570362,,JP
Wed Nov 29 11:09:40 +0000 2023,1729819911411675570,TREASURE FULL PERFORMANCE ON MAMA MOVE + BONA BONA + DANCE BREAK❤️‍🔥  #트레저 #TREASURE #2023MAMA https://t.co/pfX7U6RuRZ,70,1,1064,2337,en,455513359,1729819911411675570,raraesthetics,https://twitter.com/raraesthetics/status/1729819911411675570,https://pbs.twimg.com/amplify_video_thumb/1729819062971273216/img/MrQR_aujL6EY90TW.jpg,
Fri Dec 01 12:23:51 +0000 2023,1730563359014346766,perfect for the voice over 🐘🦓😄  #ASAHI #아사히 #アサヒ #TREASURE https://t.co/9NG7BtOLwz,1,0,73,308,en,1309867169614688256,1730563359014346766,teumejoy_,https://twitter.com/teumejoy_/status/1730563359014346766,https://pbs.twimg.com/media/GAQyM05bsAAA_MO.jpg,💙 | qrt's ♡
Wed Dec 06 08:25:06 +0000 2023,1732315214270640572,I miss my mochi baby 🥹🥰  #도영 #DOYOUNG #ドヨン #트레저 #TREASURE @treasuremembers https://t.co/c9NILwStfF,0,0,4,14,en,1691139218775650304,1732315214270640572,DoyoungL4nd,https://twitter.com/DoyoungL4nd/status/1732315214270640572,https://pbs.twimg.com/ext_tw_video_thumb/1732315195748601856/pu/img/mqw0XUe0WRa1_4uW.jpg,
Mon Dec 04 17:00:19 +0000 2023,1731720097537139038,231011 SPECIAL FAN EVENT #트레저 #TREASURE #소정환 #SOJUNGHWAN https://t.co/f0UBfiK4MX,2,0,111,332,en,1487102472409661443,1731720097537139038,modu____,https://twitter.com/modu____/status/1731720097537139038,https://pbs.twimg.com/media/GAhOP4-bIAIvlY0.jpg,
Wed Nov 29 09:32:31 +0000 2023,1729795465279922621,"MAMA : We need some reaction""  cameraman : "" Say no more ""   (proceed filming treasure 's reaction 24/7)  #MAMA2023 #MAMAAWARDS2023 #TREASURE_REBOOT_In_MAMA2023 #TREASURE https://t.co/uOt9y9xpRn""",3,3,125,762,en,2834838841,1729795465279922621,meowulf_,https://twitter.com/meowulf_/status/1729795465279922621,https://pbs.twimg.com/media/GAF3zknaYAAx1to.jpg,Translator : ENG | 한국어 📌
Fri Dec 01 21:22:17 +0000 2023,1730698860874330464,zb1 and treasure react to ateez mama stage look at gyuvin is going crazy our atiny #zb1 #gyuvin #treasure #ateez  https://t.co/MEGUZqSMVP,0,0,2,42,en,1306742179273084929,1730698860874330464,shinestar_1117,https://twitter.com/shinestar_1117/status/1730698860874330464,https://pbs.twimg.com/ext_tw_video_thumb/1730594176306479104/pu/img/iV7is4R2nDegbvwh.jpg,Germany 
Tue Nov 28 09:53:07 +0000 2023,1729438262559695204,[🎬] — #TREASURE’s WINNING SPEECH for ‘GALAXY NEO FLIP ARTIST AWARD’ 🏆  #mama2023 #MAMAAWARDS  #TREASURE #트레저 #TREASURE_REBOOT_In_MAMA2023 https://t.co/xKkMFrcLcV,149,10,1899,4463,en,1050195694949142528,1729438262559695204,dobbytruz,https://twitter.com/dobbytruz/status/1729438262559695204,https://pbs.twimg.com/ext_tw_video_thumb/1729437905553125376/pu/img/KGQhaHP7iVs8_fHg.jpg,dobbies ♡ 
Wed Dec 06 04:48:47 +0000 2023,1732260777997050205,FAST GIVEAWAY  The artist who gets the highest percentage in this poll will get 20 🎟️ in MUB3AT GL0BAL CH0ICE - R0UND 1 MALE.  Plus 30 🎟️ if this poll reaches 250 RTs  QRTs not counted.  #STRAYKIDS #ENHYPEN #TXT #TREASURE,20,20,422,285,en,1398085132821569538,1732260777997050205,BoosterVote,https://twitter.com/BoosterVote/status/1732260777997050205,,
Tue Nov 28 08:41:27 +0000 2023,1729420227396735172,kudos to his stylist🖤  #ASAHI #아사히 #TREASURE #트레저 https://t.co/UMKSdlIAvQ,74,0,914,3326,en,1452156544624168960,1729420227396735172,ASAHIFEEDS,https://twitter.com/ASAHIFEEDS/status/1729420227396735172,https://pbs.twimg.com/media/GAAih01asAAFGtS.jpg,give credits ⓘ 
Mon Dec 04 10:22:58 +0000 2023,1731620102322442306,Just touching the forehead  but very cute🥺🤏🏻💖  #YOSHI #요시 #ヨシ #TREASURE #트레저 @treasuremembers https://t.co/md1WZvUTXl,5,2,23,73,en,1291964787492966400,1731620102322442306,ruutochii,https://twitter.com/ruutochii/status/1731620102322442306,https://pbs.twimg.com/ext_tw_video_thumb/1731620086354739200/pu/img/BjEPozTPEcaZaPn3.jpg,YOSHI ฅ⁠^⁠•⁠ﻌ⁠•⁠^⁠ฅ
Tue Dec 05 23:14:27 +0000 2023,1732176638400671899,Waking up with a LIVE ALBUM frlm HELLO TOUR!!! Yesss finally!!! #TREASURE  https://t.co/Y7WJBk3jYs,0,1,3,14,en,1304205657218797569,1732176638400671899,08ight07even,https://twitter.com/08ight07even/status/1732176638400671899,,
Fri Dec 01 12:21:47 +0000 2023,1730562835896533096,the paper doll came back 🤭💙  #ASAHI #아사히 #アサヒ #TREASURE https://t.co/CBQgxv34Cq,6,0,114,598,en,1309867169614688256,1730562835896533096,teumejoy_,https://twitter.com/teumejoy_/status/1730562835896533096,https://pbs.twimg.com/media/GAQxuWqaMAAuecr.jpg,💙 | qrt's ♡
Tue Nov 28 11:18:36 +0000 2023,1729459773945659665,I really like when HARUTO try diff hair styles and seriously hes always slay.  #ハルト #하루토 #트레저 #TREASURE https://t.co/pzICjE0w2e,10,0,422,1244,en,1277186288802619392,1729459773945659665,harutokid,https://twitter.com/harutokid/status/1729459773945659665,https://pbs.twimg.com/media/GABGfBgagAAZcZh.jpg,
Mon Dec 04 10:22:36 +0000 2023,1731620006822375836,Nooooo this is so cute!!! Junghwan will always be treasure and teume baby😭  #TREASURE  https://t.co/L26zKNFUxs,0,0,14,66,en,1421411500548186115,1731620006822375836,Xie_luvs,https://twitter.com/Xie_luvs/status/1731620006822375836,https://pbs.twimg.com/ext_tw_video_thumb/1731610469113507841/pu/img/5TD8WNOpf6pwaCyN.jpg,Works on moments
Tue Nov 28 09:13:49 +0000 2023,1729428369950031974,he looks so good I'm screaming?!?!?! #JUNKYU #준규 #TREASURE #트레저 https://t.co/cGelXDkfiQ,6,1,133,521,en,1377926372883103746,1729428369950031974,kjkarchive,https://twitter.com/kjkarchive/status/1729428369950031974,https://pbs.twimg.com/ext_tw_video_thumb/1729427551930687488/pu/img/hXk3klngPpf0lh2M.jpg,"slow • updates, translations "
Wed Dec 06 10:00:03 +0000 2023,1732339107362386015,𝟮𝟬𝟮𝟯 𝙏𝙍𝙀𝘼𝙎𝙐𝙍𝙀 𝙍𝙀𝘽𝙊𝙊𝙏 𝘾𝙊𝙉𝘾𝙀𝙍𝙏 𝙄𝙉 𝙎𝙀𝙊𝙐𝙇 트레저 리부트 콘서트에서 하루토 가쿠란 증명사진 나눔합니다🦋  🦋첫콘  막콘 나눔 (12/15  12/17) 🦋장소  시간 당일 타래 공지 🦋각 100장 총 200장 (인당 각각 1장씩만 가져가주세요)  #트레저 #TREASURE #하루토 #HARUTO https://t.co/dZNxjffIjd,24,0,45,72,ko,1525894518494461952,1732339107362386015,xxgkfnxh,https://twitter.com/xxgkfnxh/status/1732339107362386015,https://pbs.twimg.com/media/GAqBO7CbAAAh2YR.jpg,🚀
Mon Dec 04 09:12:42 +0000 2023,1731602415864963096,🐶: if [the concert dress code] is just things that sparkle and shine then you can just come as is ?   #JIHOON #지훈 #TREASURE #트레저 https://t.co/zPpMwBEI4N,158,0,271,992,en,1605102566727114752,1731602415864963096,celestialspjh,https://twitter.com/celestialspjh/status/1731602415864963096,https://pbs.twimg.com/media/GAfjOFhWoAAO6Gr.jpg,cel (she/her)
Tue Nov 28 11:33:05 +0000 2023,1729463419517170076,YG STAFF IG UPDATE with Hyunsuk  Yoshi and Haruto performance G.O.A.T for their theme stage on MAMA 2023  MAMA 2023 with TREASURE #TREASURE_REBOOT_In_MAMA2023 #TREASURE #트레저 @treasuremembers https://t.co/E4CI4fD4u1,23,1,764,2141,en,1478176114228928513,1729463419517170076,YG_OfficialNews,https://twitter.com/YG_OfficialNews/status/1729463419517170076,https://pbs.twimg.com/ext_tw_video_thumb/1729463291582496768/pu/img/ejxPgtKSHZH8o7rP.jpg,
Tue Nov 28 09:58:03 +0000 2023,1729439503872667652,Go Minsi: Oh— I’m also a huge fan of this group… #TREASURE! Congratulations!  WAAAAAAA 😭🫶 https://t.co/jAnVlRiRKn,8,0,194,672,en,1091478389725122560,1729439503872667652,misharuki,https://twitter.com/misharuki/status/1729439503872667652,https://pbs.twimg.com/ext_tw_video_thumb/1729439475414265856/pu/img/vh8h6QUGFafjGhOD.jpg,"rev 🐈‍⬛ jikyu, sukkyu ♡´･ᴗ･`♡"
Wed Dec 06 01:55:17 +0000 2023,1732217113342013538,@Befondof_kyuTH 👑Kooky Global Promotion : Best Visual of November🎉  🎖️Top7 #JUNKYU #TREASURE The 2nd fan-made ad video submission for JUNKYU 💡koala_kyu20 (@koala_kyu20) 🔦https://t.co/zlirP6CrvH 🎯The most liked video of the artist on Kooky by December 11th will be showcased at 'The Oulim in… https://t.co/6tGJg2iNxF,4,0,165,191,en,1341256838860304385,1726628532099666157,kooky__official,https://twitter.com/kooky__official/status/1732217113342013538,https://pbs.twimg.com/ext_tw_video_thumb/1732216974162423808/pu/img/vcm9Ug5ucWp64t79.jpg,"Seoul, South Korea"
Sun Dec 03 00:51:46 +0000 2023,1731113965235896645,#TREASURE named as one of the Best Dressed on MAMA 2023 Red carpet by a famous fashion critic on Youtube ( 5:13 Time stamp)   🔗 https://t.co/xS14MdC0Dg  #트레저 @treasuremembers https://t.co/0qfXaN7rdt,19,1,811,2562,en,1459463127536320513,1731113965235896645,YG_NEWGEN,https://twitter.com/YG_NEWGEN/status/1731113965235896645,https://pbs.twimg.com/amplify_video_thumb/1731113701359624192/img/rbMR6mFzkFVsqbbT.jpg,
Wed Nov 29 11:13:46 +0000 2023,1729820945819296165,Singers who sing live!!!! Yes Park Jihoon deliver!!!  #TREASURE  https://t.co/Huy6oE2I7d,0,0,88,346,en,1304205657218797569,1729820945819296165,08ight07even,https://twitter.com/08ight07even/status/1729820945819296165,https://pbs.twimg.com/ext_tw_video_thumb/1729818648150462464/pu/img/7uqJma0ldjGumO_w.jpg,
Thu Nov 30 00:18:20 +0000 2023,1730018386787102823,He has the most beautiful smile in the world 🥺✨  #JUNKYU #준규 #TREASURE https://t.co/rr38JiokZx,2,0,90,261,en,1435426616205713412,1730018386787102823,junkyumyluv,https://twitter.com/junkyumyluv/status/1730018386787102823,https://pbs.twimg.com/media/GAJChTNWAAIso6H.jpg,
Wed Nov 29 11:21:18 +0000 2023,1729822840990368198,not a concert but looks like it 🤩💙  #TREASURE #트레저 #トレジャー https://t.co/NkLuEuvV6B,1,1,194,539,en,1309867169614688256,1729822840990368198,teumejoy_,https://twitter.com/teumejoy_/status/1729822840990368198,https://pbs.twimg.com/media/GAGQs9RaoAAxo95.jpg,💙 | qrt's ♡
Tue Nov 28 13:02:07 +0000 2023,1729485825371685263,CONGRATULATIONS TREASURE🏆✨  #TREASURE #트레저 #2023MAMA https://t.co/Ap8YCprG3C,21,1,1128,4197,en,1452156544624168960,1729485825371685263,ASAHIFEEDS,https://twitter.com/ASAHIFEEDS/status/1729485825371685263,https://pbs.twimg.com/media/GABeLFebkAA-3u-.jpg,give credits ⓘ 
Mon Dec 04 10:10:06 +0000 2023,1731616862868578815,junghwan making sure his doyoung hyung gets bunny ears 🥺   #TREASURE #트레저 @treasuremembers  https://t.co/tqx2f0Now1,2,0,39,222,en,1246691481206718466,1731616862868578815,hrkyhwn,https://twitter.com/hrkyhwn/status/1731616862868578815,https://pbs.twimg.com/ext_tw_video_thumb/1731614892539658241/pu/img/cFXnszBADPOB64-_.jpg,trs • msh • byd
Mon Dec 04 10:16:55 +0000 2023,1731618579756535955,(doyoung eat the cake)   🐰 : woah  it's delicious  it's delicious!  🐮 : 👀🧐  junghwan is always curious when it comes to food 😭😭  #SOJUNGHWAN #소정환 #TREASURE  https://t.co/aplSuSjgxe,11,1,172,650,en,1544509816978100225,1731618579756535955,junghwan_daily,https://twitter.com/junghwan_daily/status/1731618579756535955,https://pbs.twimg.com/ext_tw_video_thumb/1731612820419268608/pu/img/Gc7FZvnIl71kQrae.jpg,DM for inquiries/question
Fri Dec 01 13:47:41 +0000 2023,1730584455214219624,junghwan making sure jeongwoo is okay bcs he sit at the edge  our protector maknae 💪  #SOJUNGHWAN #소정환 #TREASURE  https://t.co/B09XJKADjR,3,0,112,599,en,1544509816978100225,1730584455214219624,junghwan_daily,https://twitter.com/junghwan_daily/status/1730584455214219624,https://pbs.twimg.com/ext_tw_video_thumb/1730562416289931264/pu/img/BUFNfupqO-56URnV.jpg,DM for inquiries/question
Tue Dec 05 08:02:17 +0000 2023,1731947082716508529,MUBEAT GLOBAL CHOICE (MALE) ROUND 1 🏆  30 tickets💜  (POLL WINNER) FOLLOW RT AND LIKE #SEVENTEEN #ENHYPEN #TREASURE #JIMIN,2,29,609,408,en,1693643349209886720,1731947082716508529,concerts_t,https://twitter.com/concerts_t/status/1731947082716508529,,JAPAN
Mon Dec 04 21:33:04 +0000 2023,1731788734855528575,🐰: i'm sleeping now☺️ 🐰: 🥰 🐶: hurry and sleep doyoung-ah 🐰: jihoonie hyung ♥️   #JIHOON #지훈 #DOYOUNG #도영 #TREASURE #트레저 https://t.co/b85b1ryzai,7,0,128,461,en,1605102566727114752,1731788734855528575,celestialspjh,https://twitter.com/celestialspjh/status/1731788734855528575,https://pbs.twimg.com/media/GAiMrNHXcAEVEug.jpg,cel (she/her)
Fri Dec 01 03:24:20 +0000 2023,1730427585656692835,👑Kooky Global Promotion : Best Visual of November🎉  🎖️Top7 #JUNKYU #TREASURE The 1st fan-made ad video submission for JUNKYU 💡Be fond of JUNKYU (@befondof_kyuTH) 🔦https://t.co/l25TLUDBgW 🎯The most liked video of the artist on Kooky by December 11th will be showcased at 'The… https://t.co/17vU4ZLlVm,2,1,110,148,en,1341256838860304385,1726628532099666157,kooky__official,https://twitter.com/kooky__official/status/1730427585656692835,https://pbs.twimg.com/ext_tw_video_thumb/1730427505004462080/pu/img/jjfyCH2MYmee6a41.jpg,"Seoul, South Korea"
Mon Dec 04 14:05:49 +0000 2023,1731676180976160836,the Asahi’s part😂  #ASAHI #아사히 #TREASURE #트레저 https://t.co/vTSRSJl3fX,27,1,519,2244,en,1452156544624168960,1731676180976160836,ASAHIFEEDS,https://twitter.com/ASAHIFEEDS/status/1731676180976160836,https://pbs.twimg.com/ext_tw_video_thumb/1731676159706894336/pu/img/boYK1o6xlxCB4G7e.jpg,give credits ⓘ 
Wed Nov 29 02:14:27 +0000 2023,1729685221522513957,#TREASURE achieves over 1 billion streams on Spotify  https://t.co/xi4ijD2ds5,33,24,1201,3966,en,21366823,1729685221522513957,allkpop,https://twitter.com/allkpop/status/1729685221522513957,,Worldwide
Fri Dec 01 12:55:53 +0000 2023,1730571418562093530,[231201] Jeongwoo   #TREASURE #트레저 #PARKJEONGWOO @treasuremembers https://t.co/XkYJbOn7C5,33,0,708,2134,en,1281373506492563458,1730571418562093530,TRSYGHD,https://twitter.com/TRSYGHD/status/1730571418562093530,https://pbs.twimg.com/media/GAQ5gu1WIAA1o_k.jpg,
Fri Dec 01 12:29:53 +0000 2023,1730564875846590643,This is me everyday in teuland #TREASURE  https://t.co/rxZxiZn5QJ,2,1,38,179,en,1304205657218797569,1730564875846590643,08ight07even,https://twitter.com/08ight07even/status/1730564875846590643,https://pbs.twimg.com/ext_tw_video_thumb/1730562701691338752/pu/img/r8cWCbJmvm0mdh9V.jpg,
Mon Dec 04 16:45:07 +0000 2023,1731716269928571389,231011 SPECIAL FAN EVENT #트레저 #TREASURE #윤재혁 #YOONJAEHYUK https://t.co/v9DK7hhfYb,7,0,168,473,en,1487102472409661443,1731716269928571389,modu____,https://twitter.com/modu____/status/1731716269928571389,https://pbs.twimg.com/media/GAhKw6VbsAAB3xi.jpg,
Tue Nov 28 17:01:12 +0000 2023,1729545992414921083,hands down HARUTO got the best side profile  #ハルト #하루토 #트레저 #TREASURE https://t.co/JLTzruumY1,11,0,311,1073,en,1277186288802619392,1729545992414921083,harutokid,https://twitter.com/harutokid/status/1729545992414921083,https://pbs.twimg.com/media/GACU49-bYAELEYD.jpg,
Wed Nov 29 11:44:00 +0000 2023,1729828553569542286,#TREASURE — Full Performance at the 2023 #MAMAAWARDS (DAY 2): https://t.co/icZomZHElA,33,2,1251,2677,en,1485802639971528707,1729828553569542286,treasurecharts_,https://twitter.com/treasurecharts_/status/1729828553569542286,https://pbs.twimg.com/amplify_video_thumb/1729827360214601728/img/zv-0pEWxKi8WAzrj.jpg,
Wed Nov 29 12:26:31 +0000 2023,1729839255281660293,Congratulations TREASURE 🏆🏆  #TREASURE #2023MAMA https://t.co/WlhptquR3x,16,2,705,3032,en,1452156544624168960,1729839255281660293,ASAHIFEEDS,https://twitter.com/ASAHIFEEDS/status/1729839255281660293,https://pbs.twimg.com/media/GAGfodpa4AAgdZG.jpg,give credits ⓘ 
Tue Nov 28 09:53:28 +0000 2023,1729438349344268291,TREASURE won the GALAXY NEO FLIP ARTIST on MAMA 2023   Congratulations Treasure!!!   MAMA 2023 with TREASURE  #Galaxy_Neo_Flip_Artist_TREASURE #TREASURE #트레저 @treasuremembers https://t.co/mO12k0nyRj,27,6,378,1111,en,1459463127536320513,1729438349344268291,YG_NEWGEN,https://twitter.com/YG_NEWGEN/status/1729438349344268291,https://pbs.twimg.com/amplify_video_thumb/1729438248102158336/img/Yt9El_4y0LPY-Ise.jpg,
Thu Nov 30 06:04:12 +0000 2023,1730105428917596527,AWARDS that #TREASURE received so far this 2023:  🏆 BEST UNIT (K-Global Heart Dream Awards) 🏆 ARTIST OF THE YEAR (TFMA) 🏆 GALAXY NEO FLIP ARTIST (MAMA) 🏆 FAVORITE DANCE PERFORMANCE (MAMA)  #T5 #트레저 @treasuremembers https://t.co/cxhILtPJF7,3,1,339,1174,en,1693418006,1730105428917596527,_mondjay,https://twitter.com/_mondjay/status/1730105428917596527,https://pbs.twimg.com/media/GAKRptfbYAAwidH.jpg,Neverland and Teuland
Fri Dec 01 13:38:56 +0000 2023,1730582253234004324,👨 : oww how can you cut that thick branches?  🐮 : I don't know 👨 : let's cut the thin ones   😭😭 others struggled doing it meanwhile junghwan making it bald  #SOJUNGHWAN #소정환 #TREASURE  https://t.co/6TIWtWuuss,4,0,64,278,en,1544509816978100225,1730582253234004324,junghwan_daily,https://twitter.com/junghwan_daily/status/1730582253234004324,https://pbs.twimg.com/ext_tw_video_thumb/1730559693100314624/pu/img/BZ4yIeFb7NyYTSa_.jpg,DM for inquiries/question
Wed Nov 29 11:04:58 +0000 2023,1729818730253652335,[🎬] — #TREASURE T5 ‘MOVE’  #TREASURE #트레저 #MAMAAWARDS2023 @treasuremembers https://t.co/prDE4FHSMz,92,1,1452,3761,en,1050195694949142528,1729818730253652335,dobbytruz,https://twitter.com/dobbytruz/status/1729818730253652335,https://pbs.twimg.com/ext_tw_video_thumb/1729818428960018435/pu/img/fA96BmzN-INGEXYF.jpg,dobbies ♡ 
Wed Dec 06 09:00:09 +0000 2023,1732324034271232470,[🎫]   ✦ 𝟮𝟬𝟮𝟰 𝗧𝗥𝗘𝗔𝗦𝗨𝗥𝗘 𝗧𝗢𝗨𝗥 [𝗥𝗘𝗕𝗢𝗢𝗧] 𝗜𝗡 𝗝𝗔𝗣𝗔𝗡 ✦  ˗ˏˋ チケット 一般発売中 ˎˊ˗  ▷mu-mo TICKET https://t.co/KLEl2PZJzZ  ▷チケットぴあ https://t.co/vSRRmBX6V5  ▷イープラス https://t.co/gSsFoyTa3o  2024年の幕開けも #TREASURE と一緒に過ごしましょう🩵🎶 https://t.co/9skJsw6Xzi,123,7,788,3311,ja,1285785322190565377,1732324034271232470,yg_treasure_jp,https://twitter.com/yg_treasure_jp/status/1732324034271232470,https://pbs.twimg.com/media/GApzhvDbwAAO6Jh.jpg,
Tue Nov 28 09:47:46 +0000 2023,1729436914443239497,#TREASURE has won “Galaxy Neo Flip Artist” at the 2023 #MAMAAWARDS. It’s their fifth MAMA award overall. https://t.co/9wUNp0XGc8,513,68,6625,12700,en,1485802639971528707,1729436914443239497,treasurecharts_,https://twitter.com/treasurecharts_/status/1729436914443239497,https://pbs.twimg.com/media/GAAxj2NWMAEs-Bs.jpg,
Tue Nov 28 09:16:17 +0000 2023,1729428990916731173,#CHOIHYUNSUK  #HARUTO &amp; #YOSHI from #TREASURE opened MAMA 2023 Day 1 with “G.O.A.T” https://t.co/1RHqvc6dwk,127,44,2070,4144,en,1483683051305844741,1729428990916731173,kbgcharts,https://twitter.com/kbgcharts/status/1729428990916731173,https://pbs.twimg.com/ext_tw_video_thumb/1729428447460507648/pu/img/KI52IbgZO3J2lzLU.jpg,Turn on your notifications 
Mon Dec 04 09:54:20 +0000 2023,1731612895438610738,Asahi at Doyoung’s birthday live today🤎  #ASAHI #아사히 #TREASURE #트레저 https://t.co/7ZQvAkgXat,18,2,768,3237,en,1452156544624168960,1731612895438610738,ASAHIFEEDS,https://twitter.com/ASAHIFEEDS/status/1731612895438610738,https://pbs.twimg.com/ext_tw_video_thumb/1731612866686722048/pu/img/qG9wFt8PvBu4oMco.jpg,give credits ⓘ 
Tue Nov 28 09:34:42 +0000 2023,1729433624372539468,[🎬] — #TREASURE’s HYUNHAYO dances to ‘G.O.A.T’ with #LESSERAFIM’s #EUNCHAE  #ZEROBASEONE’s #ZHANGHAO  and #LEEYOUNGJI🔥  #mama2023 #MAMAAWARDS #TREASURE #트레저 https://t.co/5TAkrkRGAa,42,1,764,3076,en,1050195694949142528,1729433624372539468,dobbytruz,https://twitter.com/dobbytruz/status/1729433624372539468,https://pbs.twimg.com/ext_tw_video_thumb/1729433428230062080/pu/img/A_fACwqICEayrM-b.jpg,dobbies ♡ 
Wed Nov 29 13:41:58 +0000 2023,1729858240920555659,#TREASURE’s message to those who have them as their 2023 #1 artist on Spotify Wrapped! ✨🤩  Is TREASURE your top artist too? Check yours now  TEUMES! 💙  #トレジャー #트레저 #TREASURE         @treasuremembers @Spotify @SpotifyKR https://t.co/cBuc9TiVtj,52,32,429,969,en,1087015040530567169,1729858240920555659,TREASUREunion,https://twitter.com/TREASUREunion/status/1729858240920555659,https://pbs.twimg.com/amplify_video_thumb/1729858145848274944/img/VEDerJeC_PFAqYCu.jpg,Global Fanbase
